ind,sa3,nilf,unemployed,employed,unemp_rate,part_rate,emp_pop
total,21103,28841,2457,58650,0.0402081594579999,0.6793591853070663,0.6520434028549829
total,21104,17712,1527,30614,0.04750941165489562,0.64471546346258,0.6140854111086594
total,21105,38756,2905,79293,0.03534149249373464,0.6795806670304413,0.6555632719876978
total,21201,25136,2623,58630,0.042822392372618485,0.7090370301774531,0.6786743682644781
total,21202,35919,4011,64540,0.05851118145614214,0.6561788073131043,0.6177850100507323
total,21203,48106,6381,108673,0.05546091400559737,0.7051605785731797,0.6660517283647953
total,21204,60113,6299,84544,0.0693394097508889,0.6017846259837304,0.560057235220859
total,21205,53737,5488,87742,0.058865172154885764,0.6343600944429701,0.5970183782753952
total,21301,57233,6899,78735,0.08056379475441998,0.5993966416317275,0.5511069736188203
total,21302,21941,2259,42708,0.0502368403495897,0.6720720990016141,0.6383093202606565
total,21303,17854,2844,46979,0.05708207052967505,0.7361880698021485,0.6941649304785968
total,21304,46024,5995,90461,0.06215269138259932,0.6769792251544077,0.6349031443009545
total,21305,60532,10082,137828,0.06816307213846258,0.7095978737490525,0.6612295026913961
total,21401,34905,3310,68395,0.046161355554005995,0.6725916893349592,0.6415439452208986
total,21402,54158,2587,75465,0.03314457028647568,0.5903638151425762,0.5707964601769911
total,21501,18781,900,26758,0.03254031383324897,0.5955769934753117,0.5761967311957622
total,21502,15914,1365,24934,0.05190311418685121,0.6230071305048208,0.5906711202710065
total,21503,11164,592,16784,0.03406998158379374,0.6088297126839524,0.5880868955851437
total,21601,11622,627,17362,0.03485463338706988,0.607510722366688,0.5863361588598831
total,21602,10054,463,12786,0.03494603366291796,0.568553405140969,0.5486847187057461
total,21603,19095,1430,29904,0.045637326865385845,0.6213488270637927,0.5929921275456582
total,21701,11492,640,16484,0.03737444522307872,0.598406485882024,0.5760413754542913
total,21703,11004,509,18098,0.02735529639383028,0.6283813447705244,0.6111917868359731
total,21704,13892,755,25722,0.028515315179212148,0.6558745572097402,0.6371720874928782
total,29797,0,0,11,0,1,1
total,29999,2410,486,1783,0.21419127368884971,0.48493267792263306,0.38106432998503953
